model,swap_block,base_idx,donor_idx,input_rel_change,output_coeff_rel_change,output_field_rel_change
flux_internal8_right,f_sub,4898,4697,2.417880082064616,0.0038275635,0.003827563256030316
flux_internal8_right,f_sub,4898,4673,2.180083571120399,0.0034957863,0.0034957861511496374
flux_internal8_right,f_sub,4898,432,2.4253056622525957,0.0073827063,0.00738270570247368
flux_internal8_right,f_sub,4898,1006,1.9384636163582942,0.0061994605,0.006199460000921719
flux_internal8_right,f_sub,4898,4196,2.199788573109947,0.0071139256,0.007113925172790873
flux_internal8_right,f_sub,4898,1766,0.519827478421487,0.003360923,0.003360922639215326
flux_internal8_right,f_sub,4898,5383,1.0514547319941738,0.0014548635,0.0014548634663695012
flux_internal8_right,f_sub,4898,94,0.9631546062479324,0.0042338884,0.004233888763098842
flux_internal8_right,f_sub,4898,3636,2.3803440326819683,0.0065714475,0.006571446987210692
flux_internal8_right,f_sub,4898,5247,0.7800374886460171,0.0044765165,0.00447651625004308
flux_internal8_right,f_sub,4898,1596,0.8899746033744086,0.0025756217,0.0025756215608353245
flux_internal8_right,f_sub,4898,235,1.5741173398628594,0.00409759,0.004097589844876439
flux_internal8_right,f_sub,4898,3127,0.6896263769004607,0.004187833,0.004187833113267341
flux_internal8_right,f_sub,4898,3487,1.8227354006237666,0.0065667653,0.006566765059436839
flux_internal8_right,f_sub,4898,5583,2.045457908736946,0.0025706608,0.0025706608427000684
flux_internal8_right,f_sub,4898,3863,1.6214517020981696,0.006330291,0.006330290345804898
flux_internal8_right,f_sub,4898,2894,1.5038336566296688,0.0050200727,0.005020072633953316
flux_internal8_right,f_sub,4898,3221,1.6134553367787055,0.0025102822,0.002510282349536897
flux_internal8_right,f_sub,4898,3732,1.8398002051788653,0.006486923,0.006486923025441056
flux_internal8_right,f_sub,4898,1548,0.12483161884172708,0.0013517431,0.0013517431434157097
flux_internal8_right,f_sub,3668,4697,3.2880351152499836,0.027109807,0.02710980637005868
flux_internal8_right,f_sub,3668,4673,3.1109345307081058,0.031965524,0.03196552461994425
flux_internal8_right,f_sub,3668,432,0.041390857722363096,0.0016364761,0.001636476195941581
flux_internal8_right,f_sub,3668,1006,0.32223818655554404,0.0023494696,0.002349469692946882
flux_internal8_right,f_sub,3668,4196,0.1387174640162163,0.00020540063,0.00020540063235511402
flux_internal8_right,f_sub,3668,1766,1.3359389083005617,0.008748499,0.008748499199842136
flux_internal8_right,f_sub,3668,5383,0.945048385808491,0.0073101637,0.007310163990343363
flux_internal8_right,f_sub,3668,94,1.034412297125201,0.005666473,0.005666473043998383
flux_internal8_right,f_sub,3668,3636,0.026001996057868515,0.0011021983,0.0011021983201280284
flux_internal8_right,f_sub,3668,5247,1.3061610629328528,0.013241081,0.01324108151375791
flux_internal8_right,f_sub,3668,1596,1.0568695902107519,0.007295505,0.007295505376739517
flux_internal8_right,f_sub,3668,235,0.576918956455232,0.0053558704,0.005355870420738552
flux_internal8_right,f_sub,3668,3127,1.3198077478154835,0.012089408,0.012089408694401428
flux_internal8_right,f_sub,3668,3487,2.924643208673407,0.01299069,0.012990690196098394
flux_internal8_right,f_sub,3668,5583,0.3402028309993534,0.004531513,0.004531513326296262
flux_internal8_right,f_sub,3668,3863,0.563089268207357,0.0007857514,0.0007857514088507866
flux_internal8_right,f_sub,3668,2894,0.625533477804217,0.0027421133,0.002742113481168701
flux_internal8_right,f_sub,3668,3221,0.6077251934798575,0.0037125344,0.0037125345726820745
flux_internal8_right,f_sub,3668,3732,2.924568268575307,0.015353415,0.015353415003569579
flux_internal8_right,f_sub,3668,1548,1.6809049682473165,0.011587158,0.011587158010574803
