model,swap_block,base_idx,donor_idx,input_rel_change,output_coeff_rel_change,output_field_rel_change
flux_boundary8_bottom,u,3809,3653,1.257686662290389,10.107625,5.390402283580756
flux_boundary8_bottom,u,3809,3632,1.4080220909536683,2.6410155,1.4084551610442577
flux_boundary8_bottom,u,3809,335,1.4080186112677893,3.6122024,1.9263895962085478
flux_boundary8_bottom,u,3809,782,1.4224131590688822,1.8293455,0.975591035507205
flux_boundary8_bottom,u,3809,3262,1.1643353388699993,1.3841577,0.7381720710014817
flux_boundary8_bottom,u,3809,1372,0.8225641278321445,1.7750633,0.9466422492871441
flux_boundary8_bottom,u,3809,4186,1.1545650614567828,3.7211854,1.9845102180835141
flux_boundary8_bottom,u,3809,73,1.1485149253352582,1.0852439,0.5787612035466724
flux_boundary8_bottom,u,3809,2827,1.408448296610703,3.2549222,1.7358520475065196
flux_boundary8_bottom,u,3809,4079,1.1481796001403708,0.9000555,0.48000014930293167
flux_boundary8_bottom,u,3809,1241,1.1560807530998127,4.385928,2.3390181022360097
flux_boundary8_bottom,u,3809,182,1.1546087870650383,0.4908506,0.26177094503147136
flux_boundary8_bottom,u,3809,2431,1.4080320152501036,5.370562,2.8641239452215017
flux_boundary8_bottom,u,3809,2711,1.4203117882841447,2.0964453,1.1180354860345956
flux_boundary8_bottom,u,3809,4341,0.09889225857781697,0.7982421,0.42570296229677645
flux_boundary8_bottom,u,3809,3005,1.1564657188688217,0.60427976,0.3222627726651555
flux_boundary8_bottom,u,3809,2250,1.1578338200647955,0.40087217,0.21378535794124398
flux_boundary8_bottom,u,3809,2505,1.1500968362924615,2.4988475,1.3326368844923082
flux_boundary8_bottom,u,3809,2901,1.150740597190051,0.47481683,0.2532200805944357
flux_boundary8_bottom,u,3809,1202,1.4119511118829442,3.5837383,1.9112097733304114
flux_boundary8_bottom,u,2853,3653,1.2414546505742636,5.51032,2.602080004090866
flux_boundary8_bottom,u,2853,3632,0.8241615593570485,1.1915462,0.5626711664449343
flux_boundary8_bottom,u,2853,335,0.8189919361181501,0.17837664,0.08423290867572297
flux_boundary8_bottom,u,2853,782,0.10211732835129457,0.6328805,0.29885844259653166
flux_boundary8_bottom,u,2853,3262,1.1613223634572156,1.910921,0.9023738754234418
flux_boundary8_bottom,u,2853,1372,1.4199701816196755,2.077875,0.9812128418525248
flux_boundary8_bottom,u,2853,4186,1.1546145359698143,0.19561031,0.09237097735290033
flux_boundary8_bottom,u,2853,73,1.1533412319295224,1.7932799,0.8468214971845288
flux_boundary8_bottom,u,2853,2827,0.8183553853255099,0.0926104,0.04373242463332084
flux_boundary8_bottom,u,2853,4079,1.1547007787186858,1.7269871,0.8155167019862131
flux_boundary8_bottom,u,2853,1241,1.1521595775159916,3.1447601,1.4850166323009593
flux_boundary8_bottom,u,2853,182,1.1535685363472823,1.3331176,0.629523949541897
flux_boundary8_bottom,u,2853,2431,0.10935530457701968,0.86301494,0.40753235454776104
flux_boundary8_bottom,u,2853,2711,0.09648464570379821,0.5683251,0.26837412201593747
flux_boundary8_bottom,u,2853,4341,1.428498019340372,1.0642824,0.5025747750142187
flux_boundary8_bottom,u,2853,3005,1.1643368617910972,1.5007671,0.7086913053169613
flux_boundary8_bottom,u,2853,2250,1.15406683244496,1.4981809,0.7074700323374169
flux_boundary8_bottom,u,2853,2505,1.1528443783699978,2.3716314,1.1199301860203699
flux_boundary8_bottom,u,2853,2901,1.1606376020699498,1.1824479,0.5583748017536753
flux_boundary8_bottom,u,2853,1202,0.015606882240857484,0.11787809,0.05566431388722126
