model,swap_block,base_idx,donor_idx,input_rel_change,output_coeff_rel_change,output_field_rel_change
solution_boundary8_hyperpara,u,3809,3653,1.257686662290389,8.479724,4.961913730427619
solution_boundary8_hyperpara,u,3809,3632,1.4080220909536683,2.4582453,1.4384432365435467
solution_boundary8_hyperpara,u,3809,335,1.4080186112677893,2.2056265,1.2906233029805958
solution_boundary8_hyperpara,u,3809,782,1.4224131590688822,1.5533919,0.9089679554927693
solution_boundary8_hyperpara,u,3809,3262,1.1643353388699993,1.4484493,0.8475606083565678
solution_boundary8_hyperpara,u,3809,1372,0.8225641278321445,1.610731,0.9425198313502559
solution_boundary8_hyperpara,u,3809,4186,1.1545650614567828,2.8785908,1.6844085920292216
solution_boundary8_hyperpara,u,3809,73,1.1485149253352582,2.121869,1.2416123609202925
solution_boundary8_hyperpara,u,3809,2827,1.408448296610703,2.045636,1.197004652326219
solution_boundary8_hyperpara,u,3809,4079,1.1481796001403708,2.6661153,1.5600783622821852
solution_boundary8_hyperpara,u,3809,1241,1.1560807530998127,2.6165667,1.531085068684354
solution_boundary8_hyperpara,u,3809,182,1.1546087870650383,1.1389308,0.6664457453983368
solution_boundary8_hyperpara,u,3809,2431,1.4080320152501036,3.2262354,1.887832889117227
solution_boundary8_hyperpara,u,3809,2711,1.4203117882841447,1.5645558,0.9155004433664069
solution_boundary8_hyperpara,u,3809,4341,0.09889225857781697,1.3682964,0.8006590896159006
solution_boundary8_hyperpara,u,3809,3005,1.1564657188688217,1.3285381,0.7773945770024271
solution_boundary8_hyperpara,u,3809,2250,1.1578338200647955,1.0009083,0.5856818388462379
solution_boundary8_hyperpara,u,3809,2505,1.1500968362924615,1.8172936,1.0633900347142937
solution_boundary8_hyperpara,u,3809,2901,1.150740597190051,1.4440503,0.8449865443805044
solution_boundary8_hyperpara,u,3809,1202,1.4119511118829442,2.126198,1.2441456245852778
solution_boundary8_hyperpara,u,2853,3653,1.2414546505742636,7.0213666,3.7477312634920454
solution_boundary8_hyperpara,u,2853,3632,0.8241615593570485,1.5029106,0.8021950295251604
solution_boundary8_hyperpara,u,2853,335,0.8189919361181501,0.6724165,0.3589096586956815
solution_boundary8_hyperpara,u,2853,782,0.10211732835129457,1.2368166,0.6601644203946231
solution_boundary8_hyperpara,u,2853,3262,1.1613223634572156,1.6908529,0.9025111991753438
solution_boundary8_hyperpara,u,2853,1372,1.4199701816196755,1.8437649,0.9841296647548484
solution_boundary8_hyperpara,u,2853,4186,1.1546145359698143,2.7782178,1.4829041496115603
solution_boundary8_hyperpara,u,2853,73,1.1533412319295224,1.4085522,0.7518301252102658
solution_boundary8_hyperpara,u,2853,2827,0.8183553853255099,0.65649295,0.35041027770708194
solution_boundary8_hyperpara,u,2853,4079,1.1547007787186858,1.6599113,0.8859958371508126
solution_boundary8_hyperpara,u,2853,1241,1.1521595775159916,2.1650126,1.1555990022482683
solution_boundary8_hyperpara,u,2853,182,1.1535685363472823,1.4196627,0.7577605013605703
solution_boundary8_hyperpara,u,2853,2431,0.10935530457701968,1.3709402,0.7317543148652397
solution_boundary8_hyperpara,u,2853,2711,0.09648464570379821,1.1297344,0.6030080509495445
solution_boundary8_hyperpara,u,2853,4341,1.428498019340372,1.7714711,0.9455421173129354
solution_boundary8_hyperpara,u,2853,3005,1.1643368617910972,1.4794983,0.7896983851128693
solution_boundary8_hyperpara,u,2853,2250,1.15406683244496,1.5192887,0.8109369294088882
solution_boundary8_hyperpara,u,2853,2505,1.1528443783699978,1.3871756,0.7404201448663544
solution_boundary8_hyperpara,u,2853,2901,1.1606376020699498,1.0764387,0.5745609439357929
solution_boundary8_hyperpara,u,2853,1202,0.015606882240857484,0.06263442,0.033431809647068045
